STATE,CONSTITUENCY, Assets , Liabilities ,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,
Bihar,PATALIPUTRA,75613265,985079,MISHA BHARTI,0,RJD,Hurricane Lamp,FEMALE,4,42,GENERAL,Graduate Professional,468873,1363,470236,24.42176726,43.58843873,1925479,
Gujarat,PATAN,47373221,5613860,DABHI BHARATSINHJI SHANKARJI,1,BJP,Lotus,MALE,0,64,GENERAL,Graduate,629813,3555,633368,35.04996837,56.12889561,1807043,
Gujarat,PATAN,22136618, -   ,JAGDISH THAKOR,0,INC,Hand,MALE,0,62,GENERAL,10th Pass,437358,2131,439489,24.3208933,38.94739267,1807043,
Kerala,PATHANAMTHITTA,6075876,7723227,ANTO ANTONY,1,INC,Hand,MALE,1,62,GENERAL,Graduate,380089,838,380927,27.54868772,37.07758975,1382741,
Kerala,PATHANAMTHITTA,20179396,6643517,VEENA GEORGE,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,42,GENERAL,Post Graduate,335476,1208,336684,24.34902849,32.77119035,1382741,
Kerala,PATHANAMTHITTA,4044300,1308799,K SURENDRAN,0,BJP,Lotus,MALE,240,49,GENERAL,Graduate,295627,1769,297396,21.50771547,28.94708666,1382741,
Punjab,PATIALA,635973757,42453369,Preneet Kaur,1,INC,Hand,FEMALE,0,74,GENERAL,Graduate,531178,849,532027,30.58329501,45.13113237,1739600,
Punjab,PATIALA,184375011,6709821,Surjit Singh Rakhra,0,SAD,Scales,MALE,1,68,GENERAL,Graduate,368498,811,369309,21.22953553,31.32798404,1739600,
Punjab,PATIALA,44984048,110000,Dharam Vira Gandhi,0,NAWPP,Mike,MALE,0,68,GENERAL,Post Graduate,161388,257,161645,9.292078639,13.71212719,1739600,
Punjab,PATIALA,65098945,17876777,Neena Mittal,0,AAP,Broom,FEMALE,0,47,GENERAL,Graduate,56610,267,56877,3.269544723,4.824799147,1739600,
Bihar,PATNA SAHIB,235275591, -   ,RAVI SHANKAR PRASAD,1,BJP,Lotus,MALE,0,64,GENERAL,Post Graduate,604956,2550,607506,28.30865495,61.80505606,2146008,
Bihar,PATNA SAHIB,1935459756,284863762,SHATRUGHAN SINHA,0,INC,Hand,MALE,2,73,GENERAL,Graduate,321840,1009,322849,15.04416573,32.84527321,2146008,
Telangana,PEDDAPALLE,16597300, -   ,Venkatesh Netha Borlakunta,1,TRS,Car,MALE,0,42,SC,Doctorate,441007,314,441321,29.83731224,45.48927244,1479091,
Telangana,PEDDAPALLE,63320000,5000000,Agam Chandrasekhar,0,INC,Hand,MALE,0,60,SC,Graduate Professional,345955,186,346141,23.40227883,35.67857014,1479091,
Telangana,PEDDAPALLE,11933904,3730368,S.Kumar,0,BJP,Lotus,MALE,0,52,SC,Post Graduate,92305,301,92606,6.261007605,9.545386609,1479091,
Tamil Nadu,PERAMBALUR,972730368,65935070,"Dr.PAARIVENDHAR, T. R",1,DMK,Rising Sun,MALE,2,77,GENERAL,Post Graduate,677005,6692,683697,49.12135118,61.97623192,1391853,
Tamil Nadu,PERAMBALUR,100798649,29580175,"SIVAPATHY, N.R",0,AIADMK,Two Leaves,MALE,0,55,GENERAL,Graduate Professional,279439,740,280179,20.12992751,25.39785707,1391853,
Tamil Nadu,PERAMBALUR,311000, -   ,"SHANTHI, K.",0,NTK,Ganna Kisan,FEMALE,0,36,GENERAL,Post Graduate,53229,316,53545,3.847029823,4.853783676,1391853,
Tamil Nadu,PERAMBALUR,4186115, -   ,"RAJASEKARAN, M.",0,IND,Gift Pack,MALE,5,58,GENERAL,Post Graduate,45489,102,45591,3.275561428,4.13276406,1391853,
Uttar Pradesh,PHULPUR,172707104,6505194,Keshari Devi Patel,1,BJP,Lotus,FEMALE,2,62,GENERAL,Post Graduate,542398,2303,544701,27.09312268,55.63413296,2010477,
Uttar Pradesh,PHULPUR,9986599, -   ,Pandhari Yadav,0,SP,Bicycle,MALE,0,58,GENERAL,Graduate,371318,1415,372733,18.53953067,38.06983516,2010477,
Uttar Pradesh,PILIBHIT,603200539,28952800,Feroze Varun Gandhi,1,BJP,Lotus,MALE,0,39,GENERAL,Post Graduate,702755,1794,704549,40.00375879,59.34418497,1761207,
Uttar Pradesh,PILIBHIT,10931313,645587,Hemraj Verma,0,SP,Bicycle,MALE,1,43,GENERAL,Graduate,447140,1782,448922,25.48945127,37.81271452,1761207,
Tamil Nadu,POLLACHI,133109284,13360639,SHANMUGA SUNDARAM. K,1,DMK,Rising Sun,MALE,0,49,GENERAL,Graduate Professional,550905,3325,554230,36.45041381,51.22803839,1520504,
Tamil Nadu,POLLACHI,313473295,68668270,MAHENDRAN. C,0,AIADMK,Two Leaves,MALE,0,47,GENERAL,Post Graduate,377546,801,378347,24.88299932,34.97099515,1520504,
Tamil Nadu,POLLACHI,99775631,900000,MOOKAMBIKA. R,0,MNM,Battery Torch,FEMALE,0,40,GENERAL,Graduate Professional,59545,148,59693,3.925869317,5.51748425,1520504,
Tamil Nadu,POLLACHI,584781, -   ,SANUJA. U,0,NTK,Ganna Kisan,FEMALE,0,35,GENERAL,Others,31399,84,31483,2.070563445,2.910005472,1520504,
Kerala,PONNANI,8103274, -   ,E. T. Mohammed Basheer,1,IUML,Ladder,MALE,0,72,GENERAL,10th Pass,521438,386,521824,38.45982062,51.29166888,1356803,
Kerala,PONNANI,1027930, -   ,P.V. Anvar Puthan Veetil,0,IND,Scissors,MALE,Not Available,51,GENERAL,Not Available,328208,343,328551,24.21508502,32.29427758,1356803,
Kerala,PONNANI,24482797, -   ,Rema,0,BJP,Lotus,FEMALE,7,61,GENERAL,Post Graduate,110430,173,110603,8.151736103,10.87150544,1356803,
Gujarat,PORBANDAR,357564783,217944697,RAMESHBHAI LAVJIBHAI DHADUK,1,BJP,Lotus,MALE,0,57,GENERAL,10th Pass,560011,3870,563881,33.92034736,59.28681,1662368,
Gujarat,PORBANDAR,23284746,509206,LALIT VASOYA,0,INC,Hand,MALE,2,57,GENERAL,12th Pass,331883,2175,334058,20.09530982,35.12307238,1662368,
Uttar Pradesh,PRATAPGARH,248789514,8895225,SANGAM LAL GUPTA,1,BJP,Lotus,MALE,2,48,GENERAL,8th Pass,434222,2069,436291,25.53262338,47.66858343,1708759,
Uttar Pradesh,PRATAPGARH,3746721,7260000,ASHOK TRIPATHI,0,BSP,Elephant,MALE,1,45,GENERAL,Graduate,316633,1906,318539,18.64154044,34.80315408,1708759,
Uttar Pradesh,PRATAPGARH,362051733,1008000,RAJKUMARI RATNA SINGH,0,INC,Hand,FEMALE,6,57,GENERAL,Graduate,76686,410,77096,4.511812374,8.423408019,1708759,
Uttar Pradesh,PRATAPGARH,156138084,46218245,AKSHAY PRATAP SINGH ALIAS GOPAL JI,0,JDL,Football Player,MALE,4,51,GENERAL,8th Pass,46766,197,46963,2.748368845,5.131115892,1708759,
Puducherry,PUDUCHERRY,108015548,520989,Ve. VAITHILINGAM,1,INC,Hand,MALE,0,68,GENERAL,Graduate,444646,335,444981,45.7136253,56.2629679,973410,
Puducherry,PUDUCHERRY,83719044,12739010,Dr. NARAYANASAMY KESAVAN,0,AINRC,Jug,MALE,0,29,GENERAL,Post Graduate,247844,112,247956,25.47292508,31.35131718,973410,
Puducherry,PUDUCHERRY,393586982,28820830,Dr.M.A.S. SUBRAMANIAN,0,MNM,Battery Torch,MALE,0,72,GENERAL,Graduate Professional,38046,22,38068,3.910787849,4.813281156,973410,
Maharashtra,PUNE,57959302,1793891,Girish Bhalchandra Bapat,1,BJP,Lotus,MALE,1,68,GENERAL,Graduate,631875,960,632835,30.48596605,61.10486707,2075824,
Maharashtra,PUNE,67624702,35212523,Mohan Joshi,0,INC,Hand,MALE,6,62,GENERAL,10th Pass,307870,337,308207,14.84745335,29.75964946,2075824,
Maharashtra,PUNE,18703428, -   ,Anil Narayan Jadhav,0,VBA,Cup & Saucer,MALE,1,35,GENERAL,12th Pass,64734,59,64793,3.121314716,6.256240018,2075824,
Odisha,PURI,1174701344,21932742,PINAKI MISRA,1,BJD,Conch,MALE,0,59,GENERAL,Graduate Professional,537782,539,538321,34.45627079,47.38223997,1562331,
Odisha,PURI,7202976,1197946,Dr Sambit Patra,0,BJP,Lotus,MALE,1,45,GENERAL,Post Graduate,524504,2103,526607,33.70649369,46.35119054,1562331,
Odisha,PURI,13257059,138069,SATYA PRAKASH NAYAK,0,INC,Hand,MALE,4,51,GENERAL,Post Graduate,44599,135,44734,2.863285693,3.937422324,1562331,
Bihar,PURNIA,41036294,2500000,SANTOSH KUMAR,1,JD(U),Arrow,MALE,1,43,GENERAL,12th Pass,632435,489,632924,35.85337889,54.84662332,1765312,
Bihar,PURNIA,3418643970,715792024,UDAY SINGH ALIAS PAPPU SINGH,0,INC,Hand,MALE,2,66,GENERAL,12th Pass,369278,185,369463,20.92904824,32.01616307,1765312,
West Bengal,PURULIA,2250540,456100,JYOTIRMAY SINGH MAHATO,1,BJP,Lotus,MALE,2,34,GENERAL,Graduate Professional,666016,2091,668107,40.5925934,49.27547883,1645884,
West Bengal,PURULIA,17024599,1716993,Dr. MRIGANKA MAHATO,0,AITC,Flowers and Grass,MALE,0,56,GENERAL,Graduate Professional,462785,590,463375,28.15356368,34.1757009,1645884,
West Bengal,PURULIA,5330178,609500,NEPAL MAHATA,0,INC,Hand,MALE,8,58,GENERAL,Post Graduate,84366,111,84477,5.13262174,6.230505929,1645884,
West Bengal,PURULIA,17909890, -   ,BIR SINGH MAHATO,0,AIFB,Lion,MALE,1,73,GENERAL,Post Graduate,68293,141,68434,4.15788719,5.047272545,1645884,
Bihar,PURVI CHAMPARAN,33791375,1146627,RADHA MOHAN SINGH,1,BJP,Lotus,MALE,1,69,GENERAL,Graduate,574081,3706,577787,34.83431323,57.77090093,1658672,
Bihar,PURVI CHAMPARAN,25867226, -   ,AAKASH KUMAR SINGH,0,BLSP,Ceiling Fan,MALE,Not Available,27,GENERAL,Not Available,281500,2639,284139,17.13051164,28.41006464,1658672,
Uttar Pradesh,RAE BARELI,118263916, -   ,SONIA GANDHI,1,INC,Hand,FEMALE,1,72,GENERAL,Others,533687,1231,534918,31.42421081,55.77744828,1702248,
Uttar Pradesh,RAE BARELI,29676192,972748,DINESH PRATAP SINGH,0,BJP,Lotus,MALE,3,51,GENERAL,Graduate,365839,1901,367740,21.60319765,38.34531429,1702248,
Karnataka,RAICHUR,30638375,678532,RAJA AMARESHWARA NAIK,1,BJP,Lotus,MALE,0,62,ST,Graduate Professional,596804,1533,598337,31.03079342,53.18730766,1928204,
Karnataka,RAICHUR,101129729,5703400,B. V NAIK,0,INC,Hand,MALE,1,53,ST,Graduate Professional,479959,662,480621,24.92583772,42.72330977,1928204,
Maharashtra,RAIGAD,127487277,3221073,Tatkare Sunil Dattatray,1,NCP,Clock,MALE,0,64,GENERAL,Others,484563,2405,486968,29.4602729,47.38965125,1652965,
Maharashtra,RAIGAD,54422110,21341268,Anant Geete,0,SHS,Bow and Arrow,MALE,0,67,GENERAL,10th Pass,452942,2588,455530,27.55835725,44.33023902,1652965,
West Bengal,RAIGANJ,6139123,823416,DEBASREE CHAUDHURI,1,BJP,Lotus,FEMALE,2,48,GENERAL,Post Graduate,509862,1790,511652,31.95388516,40.03298708,1601220,
West Bengal,RAIGANJ,20695117, -   ,AGARWAL KANAIALAL,0,AITC,Flowers and Grass,MALE,4,64,GENERAL,Post Graduate,449269,1809,451078,28.17089469,35.29351932,1601220,
West Bengal,RAIGANJ,9690051,619755,MD. SALIM,0,CPI(M),"Hammer, Sickle and Star",MALE,1,61,GENERAL,Post Graduate,181310,725,182035,11.368519,14.24289322,1601220,
West Bengal,RAIGANJ,15615375, -   ,DEEPA DASMUNSI,0,INC,Hand,FEMALE,4,58,GENERAL,Post Graduate,83460,202,83662,5.224891021,6.545933106,1601220,
Chhattisgarh,RAIGARH,7043539, -   ,GOMATI SAI,1,BJP,Lotus,FEMALE,0,43,ST,12th Pass,656939,1396,658335,37.97053302,48.73880337,1733805,
Chhattisgarh,RAIGARH,7254977,2080854,LALJEET SINGH RATHIA,0,INC,Hand,MALE,1,42,ST,Post Graduate,590690,1618,592308,34.16231929,43.85059756,1733805,
Chhattisgarh,RAIPUR,46068126,2482214,Sunil Kumar Soni,1,BJP,Lotus,MALE,0,57,GENERAL,Graduate,836211,1691,837902,39.67831237,59.97257258,2111738,
Chhattisgarh,RAIPUR,64682454,7605574,Pramod Dubey,0,INC,Hand,MALE,0,53,GENERAL,Post Graduate,488515,1149,489664,23.18772499,35.04754706,2111738,
Andhra Pradesh,RAJAHMUNDRY,458205360,17814757,MARGANI BHARAT,1,YSRCP,Ceiling Fan,MALE,2,36,GENERAL,Graduate,578471,3553,582024,37.93525983,46.54374932,1534256,
Andhra Pradesh,RAJAHMUNDRY,431848590,324874000,MAGANTI ROOPA,0,TDP,Bicycle,FEMALE,0,45,GENERAL,Graduate,459100,1290,460390,30.00737817,36.81682671,1534256,
Andhra Pradesh,RAJAHMUNDRY,673924565,461954372,AKULA SATYANARAYANA,0,JnP,Glass Tumbler,MALE,0,55,GENERAL,Post Graduate,155164,643,155807,10.1552153,12.45969573,1534256,
Andhra Pradesh,RAJAMPET,665085701,205473477,P.V.MIDHUN REDDY,1,YSRCP,Ceiling Fan,MALE,3,42,GENERAL,Post Graduate,695277,6934,702211,45.39360983,57.26949024,1546938,
Andhra Pradesh,RAJAMPET,2204833211,593275186,D A SATHYA PRABHA,0,TDP,Bicycle,FEMALE,0,68,GENERAL,12th Pass,429710,4217,433927,28.05070404,35.38933183,1546938,
Andhra Pradesh,RAJAMPET,600000,1200000,SYED MUKARRAM,0,JnP,Glass Tumbler,MALE,0,42,GENERAL,10th Pass,33833,153,33986,2.19698527,2.77176076,1546938,
Madhya Pradesh,RAJGARH,40198295,3921362,RODMAL NAGAR,1,BJP,Lotus,MALE,0,58,GENERAL,Graduate,822225,1599,823824,48.62243401,65.33463396,1694329,
Madhya Pradesh,RAJGARH,23174475,5353782,MONA SUSTANI,0,INC,Hand,FEMALE,0,50,GENERAL,Graduate,392160,645,392805,23.18351395,31.15200685,1694329,
Gujarat,RAJKOT,68818120,16566856,KUNDARIA MOHANBHAI KALYANJIBHAI,1,BJP,Lotus,MALE,0,67,GENERAL,8th Pass,755296,3349,758645,40.26053698,63.41594918,1884339,
Gujarat,RAJKOT,97582897,82106333,KAGATHARA LALITBHAI,0,INC,Hand,MALE,2,61,GENERAL,Graduate,388405,1833,390238,20.70954324,32.62041294,1884339,
Jharkhand,RAJMAHAL,12919555,2743560,VIJAY KUMAR HANSDAK,1,JMM,Bow & Arrow,MALE,0,36,ST,10th Pass,506589,1241,507830,34.91593992,48.46385896,1454436,
Jharkhand,RAJMAHAL,56991946,17588570,HEMLAL MURMU,0,BJP,Lotus,MALE,0,63,ST,Graduate,407626,1009,408635,28.09577046,38.99735936,1454436,
Jharkhand,RAJMAHAL,2402310,10000,GOPIN SOREN,0,CPI(M),"Hammer, Sickle and Star",MALE,0,56,ST,Graduate,35577,9,35586,2.446721616,3.396087047,1454436,
Chhattisgarh,RAJNANDGAON,24861970,1519820,SANTOSH PANDEY,1,BJP,Lotus,MALE,0,51,GENERAL,Graduate Professional,660956,1431,662387,38.59031879,50.64593181,1716459,
Chhattisgarh,RAJNANDGAON,12428558,657124,BHOLA RAM SAHU,0,INC,Hand,MALE,0,60,GENERAL,8th Pass,549410,1011,550421,32.06723843,42.08504157,1716459,
Rajasthan,RAJSAMAND,165984623, -   ,Diya Kumari,1,BJP,Lotus,FEMALE,0,48,GENERAL,Others,858690,4349,863039,45.11652659,69.55235452,1912911,
Rajasthan,RAJSAMAND,251586733,18611248,Devkinandan (Kaka),0,INC,Hand,MALE,1,76,GENERAL,Post Graduate,309748,1375,311123,16.26437404,25.07341753,1912911,
Tamil Nadu,RAMANATHAPURAM,364738171,47008615,K. NAVASKANI,1,IUML,Ladder,MALE,1,39,GENERAL,12th Pass,467585,2358,469943,30.12957288,44.04657131,1559740,
Tamil Nadu,RAMANATHAPURAM,194674653,80459602,NAINAR NAGENTHRAN,0,BJP,Lotus,MALE,1,59,GENERAL,Post Graduate,341304,1517,342821,21.97936836,32.13174709,1559740,
Tamil Nadu,RAMANATHAPURAM,18513000,500000,"V.D.N. ANANDH. B.E.,",0,IND,Gift Pack,MALE,4,38,GENERAL,Graduate Professional,141195,611,141806,9.091643479,13.29111848,1559740,
Tamil Nadu,RAMANATHAPURAM,955530,350000,T. BHUVANESWARI,0,NTK,Ganna Kisan,FEMALE,0,37,GENERAL,Graduate,46125,260,46385,2.973893085,4.34754898,1559740,
Uttar Pradesh,RAMPUR,46124814, -   ,Mohammad Azam Khan,1,SP,Bicycle,MALE,10,64,GENERAL,Graduate Professional,559018,159,559177,33.2941353,52.69100805,1679506,
Uttar Pradesh,RAMPUR,279273009,16204374,Jayaprada Nahata,0,BJP,Lotus,FEMALE,0,57,GENERAL,12th Pass,448630,550,449180,26.744769,42.32603808,1679506,
Uttar Pradesh,RAMPUR,97199000,5525000,Sanjay Kapoor,0,INC,Hand,MALE,0,56,GENERAL,Graduate Professional,34965,44,35009,2.084481985,3.298883003,1679506,
Maharashtra,RAMTEK,95603165,4228793,Krupal Balaji Tumane,1,SHS,Bow and Arrow,MALE,0,53,SC,Graduate,594827,2299,597126,31.05560537,49.85168704,1922764,
Maharashtra,RAMTEK,76190424,259920,Kishore Uttamrao Gajbhiye,0,INC,Hand,MALE,0,61,SC,Post Graduate,468738,1605,470343,24.46181643,39.26707603,1922764,
Maharashtra,RAMTEK,950000, -   ,Subhash Dharamdas Gajbhiye,0,BSP,Elephant,MALE,0,29,SC,10th Pass,44242,85,44327,2.305379131,3.700685838,1922764,
West Bengal,RANAGHAT,17622476, -   ,JAGANNATH SARKAR,1,BJP,Lotus,MALE,1,56,SC,Graduate Professional,779767,3486,783253,44.44614051,52.75152091,1762252,
West Bengal,RANAGHAT,7370951,1727897,RUPALI BISWAS,0,AITC,Flowers and Grass,FEMALE,0,25,SC,Graduate,548736,1089,549825,31.20013483,37.03031458,1762252,
West Bengal,RANAGHAT,3211830, -   ,BISWAS RAMA,0,CPI(M),"Hammer, Sickle and Star",FEMALE,1,56,SC,Post Graduate,97462,309,97771,5.548071445,6.584805869,1762252,
Jharkhand,RANCHI,14044267,100000,SANJAY SETH,1,BJP,Lotus,MALE,0,60,GENERAL,Graduate Professional,703983,2527,706510,36.8750062,57.17886006,1915959,
Jharkhand,RANCHI,73566185,11873779,SUBODH KANT SAHAY,0,INC,Hand,MALE,1,67,GENERAL,Graduate,422600,1130,423730,22.11581772,34.29307211,1915959,
Madhya Pradesh,RATLAM,42072262,4890940,GUMAN SINGH DAMOR,1,BJP,Lotus,MALE,0,62,ST,Graduate Professional,694243,1860,696103,37.60458578,49.67427489,1851112,
Madhya Pradesh,RATLAM,90679618,904000,KANTILAL BHURIA,0,INC,Hand,MALE,1,68,ST,Post Graduate,604409,1058,605467,32.70828561,43.20644243,1851112,
Maharashtra,RATNAGIRI - SINDHUDURG,50660534,2830000,Vinayak Raut,1,SHS,Bow and Arrow,MALE,3,65,GENERAL,Post Graduate,456013,2009,458022,31.46669671,50.75851522,1455577,
Maharashtra,RATNAGIRI - SINDHUDURG,254141202,76363728,Nilesh Narayan Rane,0,MSHP,Refrigerator,MALE,5,38,GENERAL,Doctorate,278626,1074,279700,19.21574743,30.99666983,1455577,
Maharashtra,RATNAGIRI - SINDHUDURG,124520857,16820672,Navinchandra Bhalchandra Bandivadekar,0,INC,Hand,MALE,0,62,GENERAL,10th Pass,63013,286,63299,4.348722191,7.014866654,1455577,
Maharashtra,RATNAGIRI - SINDHUDURG,3493826, -   ,Maruti Ramchandra Joshi,0,VBA,Whistle,MALE,0,74,GENERAL,8th Pass,30639,243,30882,2.121632864,3.422378111,1455577,
Maharashtra,RAVER,172713734, -   ,Khadse Raksha Nikhil,1,BJP,Lotus,FEMALE,0,31,GENERAL,Graduate,652212,3174,655386,36.92209407,59.77012543,1775051,
Maharashtra,RAVER,198503281,4508413,Dr.Ulhas Vasudeo Patil,0,INC,Hand,MALE,1,59,GENERAL,Post Graduate,318740,764,319504,17.99970818,29.13823938,1775051,
Maharashtra,RAVER,8901000,4450000,Nitin Pralhad Kandelkar,0,VBA,Cup & Saucer,MALE,0,39,GENERAL,12th Pass,88108,257,88365,4.978166825,8.058742685,1775051,
Madhya Pradesh,REWA,20359750,580627,JANARDAN MISHRA,1,BJP,Lotus,MALE,0,62,GENERAL,Graduate Professional,580769,3000,583769,34.75779591,57.53504719,1679534,
Madhya Pradesh,REWA,30182893,1325755,"SIDDHARTH TIWARI ""RAJ""",0,INC,Hand,MALE,0,34,GENERAL,Graduate Professional,270519,442,270961,16.13310597,26.70534736,1679534,
Madhya Pradesh,REWA,15156991,3100000,VIKASH SINGH PATEL,0,BSP,Elephant,MALE,0,36,GENERAL,Graduate,91012,97,91109,5.424659459,8.979511784,1679534,
Uttar Pradesh,ROBERTSGANJ,23048078,684133,PAKAURI LAL KOL,1,ADAL,Cup & Saucer,MALE,0,66,SC,Literate,447691,223,447914,25.9880548,45.29856271,1723538,
Uttar Pradesh,ROBERTSGANJ,20813273,640631,BHAI LAL,0,SP,Bicycle,MALE,1,67,SC,10th Pass,393304,274,393578,22.83546983,39.80343931,1723538,
Uttar Pradesh,ROBERTSGANJ,26146670,4105250,BHAGWATI PRASAD CHAUDHARI,0,INC,Hand,MALE,0,64,SC,Graduate Professional,35222,47,35269,2.046314035,3.566834277,1723538,
Haryana,ROHTAK,41079284,16778090,ARVIND KUMAR SHARMA,1,BJP,Lotus,MALE,0,56,GENERAL,Post Graduate,566242,7603,573845,33.03402791,46.84471924,1737133,
Haryana,ROHTAK,447255719,21846800,DEEPENDER SINGH HOODA,0,INC,Hand,MALE,0,41,GENERAL,Post Graduate,563606,2736,566342,32.60210934,46.23222644,1737133,
Haryana,ROHTAK,10638347, -   ,KISHAN LAL PANCHAL,0,BSP,Elephant,MALE,0,51,GENERAL,5th Pass,38163,201,38364,2.208466479,3.131770441,1737133,
Gujarat,SABARKANTHA,23997443, -   ,RATHOD DIPSINH SHANKARSINH,1,BJP,Lotus,MALE,0,67,GENERAL,8th Pass,696497,5486,701983,38.96189024,57.49350111,1801717,
Gujarat,SABARKANTHA,22687227,800000,THAKOR RAJENDRASINH SHIVSINH,0,INC,Hand,MALE,0,46,GENERAL,Graduate,428836,4161,432997,24.03246459,35.46312874,1801717,
Madhya Pradesh,SAGAR,16416828,547428,RAJBAHADUR SINGH,1,BJP,Lotus,MALE,1,51,GENERAL,Post Graduate,645338,893,646231,40.81985738,62.28516408,1583129,
Madhya Pradesh,SAGAR,116106237,869967,PRABHU SINGH THAKUR,0,INC,Hand,MALE,0,65,GENERAL,Post Graduate,340335,354,340689,21.51997721,32.83635459,1583129,
Uttar Pradesh,SAHARANPUR,46146135,60000,HAJI FAZLUR REHMAN,1,BSP,Elephant,MALE,0,67,GENERAL,Graduate,513268,871,514139,29.56381585,41.7172304,1739082,
Uttar Pradesh,SAHARANPUR,47543994, -   ,RAGHAV LAKHANPAL,0,BJP,Lotus,MALE,2,44,GENERAL,Post Graduate,489942,1780,491722,28.27480245,39.89831537,1739082,
Uttar Pradesh,SAHARANPUR,50597337, -   ,IMRAN MASOOD,0,INC,Hand,MALE,8,48,GENERAL,12th Pass,206908,160,207068,11.9067416,16.80149427,1739082,
Tamil Nadu,SALEM,60045532,4039841,PARTHIBAN.S.R,1,DMK,Rising Sun,MALE,4,49,GENERAL,Graduate Professional,602453,3849,606302,37.59984422,48.25977251,1612512,
Tamil Nadu,SALEM,15055729, -   ,SARAVANAN.K.R.S,0,AIADMK,Two Leaves,MALE,0,44,GENERAL,Graduate Professional,458118,1258,459376,28.4882221,36.56491527,1612512,
Tamil Nadu,SALEM,2750000,900000,PRABHU MANIKANDAN.M,0,MNM,Battery Torch,MALE,0,28,GENERAL,Graduate Professional,58472,190,58662,3.637926415,4.669314591,1612512,
Tamil Nadu,SALEM,4300000, -   ,SELVAM.S.K,0,IND,Gift Pack,MALE,3,57,GENERAL,10th Pass,52252,80,52332,3.245371197,4.16546608,1612512,
Tamil Nadu,SALEM,15668882, -   ,RASA.A,0,NTK,Ganna Kisan,MALE,3,57,GENERAL,12th Pass,33741,149,33890,2.101689786,2.697539659,1612512,
Uttar Pradesh,SALEMPUR,27031724,249400,RAVINDER,1,BJP,Lotus,MALE,0,55,GENERAL,12th Pass,464629,3311,467940,28.06603802,50.63732211,1667282,
Uttar Pradesh,SALEMPUR,115246002,265057,R S KUSHWAHA,0,BSP,Elephant,MALE,0,62,GENERAL,Others,352381,2944,355325,21.31163175,38.45088362,1667282,
Uttar Pradesh,SALEMPUR,6310007, -   ,RAJARAM,0,SBSP,Walking Stick,MALE,0,54,GENERAL,10th Pass,33552,16,33568,2.013336676,3.632503374,1667282,
Bihar,SAMASTIPUR,17375975,999057,Ramchandra Paswan,1,LJP,Bungalow,MALE,5,58,SC,10th Pass,561460,983,562443,33.49809116,55.15385317,1679030,
Bihar,SAMASTIPUR,20396690, -   ,Dr. Ashok Kumar,0,INC,Hand,MALE,0,64,SC,Graduate Professional,310016,784,310800,18.51068772,30.47743072,1679030,
Odisha,SAMBALPUR,269543587,10337195,NITESH GANGA DEB,1,BJP,Lotus,MALE,1,47,GENERAL,12th Pass,471382,2388,473770,32.26151321,42.05076589,1468530,
Odisha,SAMBALPUR,75651064,2259000,NALINI KANTA PRADHAN,0,BJD,Conch,MALE,0,61,GENERAL,Post Graduate,464063,545,464608,31.63762402,41.23756726,1468530,
Odisha,SAMBALPUR,59424606,703915,SARAT PATTANAYAK,0,INC,Hand,MALE,0,62,GENERAL,Graduate Professional,135672,297,135969,9.258850687,12.06830442,1468530,
Uttar Pradesh,SAMBHAL,13296671, -   ,DR. SHAFIQUR REHMAN BARQ,1,SP,Bicycle,MALE,0,86,GENERAL,Graduate,657505,501,658006,35.98091389,55.58478376,1828764,
Uttar Pradesh,SAMBHAL,110088877,4943218,PARAMESHVAR LAL SAINI,0,BJP,Lotus,MALE,0,64,GENERAL,10th Pass,482466,714,483180,26.42112378,40.81642997,1828764,
Maharashtra,SANGLI,191192187,23345328,Sanjaykaka Patil,1,BJP,Lotus,MALE,1,54,GENERAL,10th Pass,503615,5380,508995,28.13512066,42.68047772,1809109,
Maharashtra,SANGLI,217156936,103062594,Vishal Prakashbapu Patil,0,SWP,Bat,MALE,3,38,GENERAL,Graduate,342016,2627,344643,19.05042759,28.89915988,1809109,
Maharashtra,SANGLI,10372000,42000,Gopichand Kundlik Padalkar,0,VBA,Cup & Saucer,MALE,5,36,GENERAL,12th Pass,297349,2885,300234,16.59568329,25.17535644,1809109,
Punjab,SANGRUR,16427274, -   ,BHAGWANT MANN,1,AAP,Broom,MALE,0,45,GENERAL,12th Pass,412201,1360,413561,27.04018684,37.35007984,1529431,
Punjab,SANGRUR,1310793341,100605212,KEWAL SINGH DHILLON,0,INC,Hand,MALE,0,68,GENERAL,12th Pass,302559,791,303350,19.83417362,27.39655509,1529431,
Punjab,SANGRUR,179035633, -   ,PARMINDER SINGH DHINDSA,0,SAD,Scales,MALE,1,43,GENERAL,Post Graduate,262622,876,263498,17.2284987,23.79738742,1529431,
Uttar Pradesh,SANT KABIR NAGAR,4300614,2326248,PRAVEEN KUMAR NISHAD,1,BJP,Lotus,MALE,0,30,ST,Graduate Professional,466167,1376,467543,23.8189559,43.94510891,1962903,
